ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-0.0487,0.2822,9.7953,-0.0398,0.2823,9.8025,-0.0067,0.0034,0.0152,-1.00E-04,-6.00E-04,0,1286,-11.55,-33.39,-23.49,159.49,-1.66,0.23,5,58.551,,,,NaN,,,,0 / 0,241009,2018-03-09 09:08:07:915
-0.0356,0.287,9.7781,-0.0426,0.286,9.8024,-0.0011,-0.0011,-0.0022,4.00E-04,1.00E-04,-6.00E-04,1286,-9.3,-35.19,-24.7,165.11,-1.67,0.25,5,47.812,,,,NaN,,,,0 / 0,241508,2018-03-09 09:08:08:414
-0.0452,0.2866,9.7745,-0.0407,0.2847,9.8024,-0.0065,-0.0026,-6.00E-04,3.00E-04,3.00E-04,-2.00E-04,1288,-10.56,-35.49,-24.21,162.07,-1.66,0.23,5,55.038,,,,NaN,,,,0 / 0,242008,2018-03-09 09:08:08:914
-0.0424,0.2858,9.7769,-0.0442,0.2856,9.8024,0.0078,-7.00E-04,-0.006,4.00E-04,8.00E-04,-2.00E-04,1286,-9.02,-34.92,-24.44,165.12,-1.67,0.26,5,61.377,,,,NaN,,,,0 / 0,242509,2018-03-09 09:08:09:415
-0.0399,0.279,9.7853,-0.0448,0.2831,9.8025,0.0031,-0.0062,0.002,3.00E-04,1.00E-04,-2.00E-04,1288,-8.2,-35.66,-24.6,167.04,-1.66,0.26,5,64.087,,,,NaN,,,,0 / 0,243009,2018-03-09 09:08:09:915
-0.0444,0.2898,9.7702,-0.0425,0.2835,9.8025,4.00E-04,0.0022,-0.0092,-1.00E-04,-4.00E-04,3.00E-04,1288,-9.46,-35.1,-24.8,165.11,-1.65,0.25,5,53.913,,,,NaN,,,,0 / 0,243508,2018-03-09 09:08:10:414
-0.0483,0.287,9.7877,-0.0392,0.2852,9.8024,0.0011,0.0021,0.0127,-1.00E-04,1.00E-04,-4.00E-04,1286,-7.06,-36.02,-23.93,168.63,-1.67,0.23,5,54.252,,,,NaN,,,,0 / 0,244009,2018-03-09 09:08:10:915
-0.0412,0.2846,9.7821,-0.0396,0.2858,9.8024,-0.0013,0.0039,0.0055,1.00E-04,-1.00E-04,-9.00E-04,1286,-8.26,-34.02,-23.35,166.35,-1.67,0.23,5,42.17,,,,NaN,,,,0 / 0,244509,2018-03-09 09:08:11:415
-0.0519,0.277,9.7825,-0.0396,0.2858,9.8024,-0.0056,-0.0033,9.00E-04,-3.00E-04,-8.00E-04,-2.00E-04,1286,-9.28,-34.98,-23.01,165.16,-1.67,0.23,5,57.185,,,,NaN,,,,0 / 0,245009,2018-03-09 09:08:11:915
-0.0316,0.2842,9.7749,-0.0431,0.2851,9.8024,-9.00E-04,9.00E-04,-0.0041,1.00E-04,3.00E-04,-6.00E-04,1288,-8.55,-37.26,-24.15,165.91,-1.66,0.25,5,63.517,,,,NaN,,,,0 / 0,245509,2018-03-09 09:08:12:415
-0.0256,0.2862,9.771,-0.0386,0.2849,9.8024,0.0121,-4.00E-04,-0.0069,8.00E-04,-1.00E-04,0,1286,-10.02,-36.07,-24.25,164.03,-1.66,0.24,5,62.902,,,,NaN,,,,0 / 0,246009,2018-03-09 09:08:12:915
-0.034,0.2838,9.7817,-0.0358,0.2852,9.8024,-0.0035,4.00E-04,0.0125,-8.00E-04,-2.00E-04,-4.00E-04,1286,-10.64,-34.79,-25.14,162.06,-1.67,0.21,5,57.048,,,,NaN,,,,0 / 0,246510,2018-03-09 09:08:13:416
-0.0543,0.2842,9.7722,-0.0419,0.2825,9.8025,-0.0025,-0.006,0.0025,-5.00E-04,1.00E-04,1.00E-04,1286,-9.89,-35.31,-24.76,163.57,-1.66,0.24,5,62.257,,,,NaN,,,,0 / 0,247009,2018-03-09 09:08:13:915
-0.0284,0.2814,9.7909,-0.0369,0.2834,9.8025,0.0136,0.001,0.0119,-5.00E-04,1.00E-04,-6.00E-04,1288,-9.56,-34.46,-25.6,163.08,-1.66,0.24,5,52.433,,,,NaN,,,,0 / 0,247508,2018-03-09 09:08:14:414
-0.0539,0.285,9.7889,-0.0366,0.2865,9.8024,-0.0154,3.00E-04,0.0012,-3.00E-04,5.00E-04,-4.00E-04,1286,-7.19,-34.91,-24.48,168.32,-1.67,0.21,5,61.816,,,,NaN,,,,0 / 0,248010,2018-03-09 09:08:14:916
-0.0396,0.283,9.7781,-0.0374,0.2867,9.8024,-7.00E-04,-0.0054,0.0047,-1.00E-04,1.00E-04,-9.00E-04,1288,-10.39,-34.56,-23.87,163.6,-1.68,0.22,5,57.413,,,,NaN,,,,0 / 0,248508,2018-03-09 09:08:15:414
-0.0412,0.2918,9.7857,-0.0382,0.2866,9.8024,0.0017,0.0019,-6.00E-04,-1.00E-04,1.00E-04,1.00E-04,1286,-10.08,-35.71,-25.49,164.02,-1.67,0.22,5,54.786,,,,NaN,,,,0 / 0,249008,2018-03-09 09:08:15:914
-0.0292,0.277,9.7801,-0.0434,0.2824,9.8025,-0.0051,-0.0026,0.0089,-5.00E-04,-8.00E-04,-4.00E-04,1288,-6.7,-35.5,-24.21,168.63,-1.66,0.23,5,37.34,,,,NaN,,,,0 / 0,249508,2018-03-09 09:08:16:414
-0.0419,0.2858,9.7738,-0.0453,0.2818,9.8025,0.0052,0.0044,-1.00E-04,-3.00E-04,-0.0011,-2.00E-04,1288,-9.55,-37.48,-24.9,164.41,-1.64,0.27,5,59.93,,,,NaN,,,,0 / 0,250009,2018-03-09 09:08:16:915
-0.0539,0.279,9.7865,-0.0451,0.2852,9.8024,-0.0077,-0.0014,0.0029,-3.00E-04,8.00E-04,-4.00E-04,1286,-10.67,-35.82,-24.95,162.5,-1.67,0.26,5,57.472,,,,NaN,,,,0 / 0,250508,2018-03-09 09:08:17:414
-0.0435,0.2802,9.7765,-0.0391,0.2873,9.8024,2.00E-04,-0.0083,-0.0053,6.00E-04,8.00E-04,-4.00E-04,1288,-9.44,-35.29,-24.64,165.12,-1.68,0.23,5,42.751,,,,NaN,,,,0 / 0,251009,2018-03-09 09:08:17:915
-0.0432,0.289,9.7841,-0.042,0.2876,9.8023,-0.0048,9.00E-04,0.0082,-5.00E-04,-4.00E-04,-2.00E-04,1288,-9.45,-35.59,-24.29,165.54,-1.68,0.24,5,59.134,,,,NaN,,,,0 / 0,251508,2018-03-09 09:08:18:414
-0.0467,0.2834,9.7765,-0.0465,0.2868,9.8023,-0.0051,0.003,0.0056,-8.00E-04,-4.00E-04,3.00E-04,1286,-9.26,-36.43,-24.73,165.5,-1.68,0.27,5,57.329,,,,NaN,,,,0 / 0,252009,2018-03-09 09:08:18:915
-0.0455,0.279,9.7761,-0.0402,0.2876,9.8023,-0.0026,-6.00E-04,-0.005,4.00E-04,-2.00E-04,-7.00E-04,1288,-9.99,-35.74,-24.09,164.03,-1.68,0.24,5,55.357,,,,NaN,,,,0 / 0,252509,2018-03-09 09:08:19:415
-0.0432,0.289,9.7877,-0.0407,0.2853,9.8024,-0.0029,0.0061,0.0152,1.00E-04,-1.00E-04,1.00E-04,1288,-12.62,-34.64,-26.63,159.02,-1.67,0.24,5,54.628,,,,NaN,,,,0 / 0,253008,2018-03-09 09:08:19:914
-0.0408,0.289,9.7722,-0.0476,0.2874,9.8023,-0.0093,0.0028,0.0022,-1.00E-04,-1.00E-04,-6.00E-04,1288,-8.1,-35.77,-25.07,167.04,-1.68,0.27,5,55.696,,,,NaN,,,,0 / 0,253509,2018-03-09 09:08:20:415
-0.0404,0.3006,9.7729,-0.0454,0.2873,9.8023,0.007,0.0124,-9.00E-04,-1.00E-04,-1.00E-04,-2.00E-04,1288,-9.69,-34.79,-24.66,163.54,-1.67,0.28,5,55.05,,,,NaN,,,,0 / 0,254009,2018-03-09 09:08:20:915
-0.0495,0.2894,9.7777,-0.0392,0.2867,9.8024,-8.00E-04,0.0046,-0.0031,4.00E-04,-4.00E-04,-2.00E-04,1288,-9.7,-34.21,-24.63,163.11,-1.68,0.23,5,36.881,,,,NaN,,,,0 / 0,254510,2018-03-09 09:08:21:416
-0.0424,0.2946,9.7881,-0.0385,0.2891,9.8023,-0.0031,0.0037,0.0047,0.001,-2.00E-04,0,1286,-9.22,-36.36,-26.01,165.51,-1.68,0.23,5,50.448,,,,NaN,,,,0 / 0,255009,2018-03-09 09:08:21:915
-0.0459,0.2842,9.7733,-0.0421,0.2874,9.8023,-0.012,-0.0041,0.0095,1.00E-04,-8.00E-04,1.00E-04,1286,-10.93,-34.42,-23.89,161.56,-1.69,0.24,5,54.222,,,,NaN,,,,0 / 0,255509,2018-03-09 09:08:22:415
-0.0443,0.2922,9.7777,-0.0438,0.2882,9.8023,0.0037,0.0067,0.0055,-3.00E-04,3.00E-04,3.00E-04,1288,-8.31,-37.49,-25.16,167.38,-1.68,0.26,5,58.577,,,,NaN,,,,0 / 0,256009,2018-03-09 09:08:22:915
-0.0344,0.2866,9.7897,-0.0428,0.2883,9.8023,-0.0076,0.0061,0.0068,-3.00E-04,-1.00E-04,-6.00E-04,1288,-9.46,-36.32,-24.44,165.53,-1.69,0.25,5,60.519,,,,NaN,,,,0 / 0,256508,2018-03-09 09:08:23:414
-0.0336,0.2826,9.7686,-0.0481,0.2855,9.8024,0.0073,-0.0023,-0.0069,-1.00E-04,-2.00E-04,-4.00E-04,1288,-7.32,-36,-26.54,168.55,-1.67,0.28,5,58.8,,,,NaN,,,,0 / 0,257009,2018-03-09 09:08:23:915
-0.0475,0.2898,9.7869,-0.0467,0.2873,9.8023,0.0011,7.00E-04,0.0093,3.00E-04,3.00E-04,-2.00E-04,1286,-9.22,-36.02,-24.62,165.5,-1.68,0.27,5,46.209,,,,NaN,,,,0 / 0,257510,2018-03-09 09:08:24:416
-0.0547,0.285,9.7869,-0.0458,0.2848,9.8024,-0.0106,0.0021,-0.002,1.00E-04,-4.00E-04,-4.00E-04,517,-9.45,-35.93,-24.28,165.53,-1.67,0.26,5,50.356,,,,NaN,,,,0 / 0,258009,2018-03-09 09:08:24:915
-0.0256,0.2886,9.7761,-0.0387,0.2868,9.8024,0.0154,0.0053,-0.0021,-5.00E-04,-6.00E-04,3.00E-04,1238,-8.61,-34.83,-26.25,165.11,-1.68,0.23,5,58.46,,,,NaN,,,,0 / 0,258511,2018-03-09 09:08:25:417
-0.0328,0.2842,9.7773,-0.0395,0.2852,9.8024,-9.00E-04,-7.00E-04,-0.0116,1.00E-04,1.00E-04,-2.00E-04,1288,-10.08,-34.76,-26.36,163.56,-1.67,0.22,5,63.781,,,,NaN,,,,0 / 0,259009,2018-03-09 09:08:25:915
-0.0344,0.2898,9.7773,-0.041,0.2853,9.8024,0.0013,0.0016,-0.0051,1.00E-04,-4.00E-04,-2.00E-04,1288,-10.03,-35.64,-25.43,164.01,-1.66,0.24,5,52.691,,,,NaN,,,,0 / 0,259510,2018-03-09 09:08:26:416
-0.0364,0.2834,9.769,-0.0396,0.2871,9.8024,0.0071,-0.0051,-0.0106,1.00E-04,-8.00E-04,3.00E-04,1288,-9.05,-34.54,-26.79,165.08,-1.68,0.23,5,50.372,,,,NaN,,,,0 / 0,260010,2018-03-09 09:08:26:916
-0.0423,0.2842,9.7889,-0.0392,0.2868,9.8024,0.0011,0.0072,0.0077,1.00E-04,-4.00E-04,4.00E-04,1288,-11.49,-36.08,-26.03,162.5,-1.68,0.23,5,54.756,,,,NaN,,,,0 / 0,260510,2018-03-09 09:08:27:416
-0.0428,0.2806,9.7833,-0.0403,0.2845,9.8024,0.0014,-1.00E-04,-0.0022,6.00E-04,-4.00E-04,-5.00E-04,1288,-9.69,-34.79,-27.75,163.51,-1.66,0.24,5,61.361,,,,NaN,,,,0 / 0,261010,2018-03-09 09:08:27:916
-0.0491,0.2906,9.7801,-0.0456,0.287,9.8023,-0.0025,-0.0046,5.00E-04,-3.00E-04,6.00E-04,-1.00E-04,1288,-9.66,-35.43,-26.45,163.53,-1.68,0.27,5,61.922,,,,NaN,,,,0 / 0,261509,2018-03-09 09:08:28:415
-0.0328,0.2742,9.7877,-0.042,0.2844,9.8024,0.0059,-0.0091,0.0048,1.00E-04,-1.00E-04,1.00E-04,1288,-9.88,-35.62,-26.83,163.96,-1.67,0.25,5,58.925,,,,NaN,,,,0 / 0,262009,2018-03-09 09:08:28:915
-0.0415,0.2782,9.7813,-0.0397,0.2818,9.8025,8.00E-04,3.00E-04,0.0068,2.00E-04,-2.00E-04,-1.00E-04,1289,-10.34,-35.21,-23.66,163.6,-1.65,0.23,5,60.887,,,,NaN,,,,0 / 0,262509,2018-03-09 09:08:29:415
-0.04,0.2727,9.7714,-0.0403,0.2789,9.8026,0.0086,-0.0047,-0.0098,-5.00E-04,1.00E-04,-6.00E-04,1289,-10.4,-35.2,-25.68,163.56,-1.63,0.24,5,54.765,,,,NaN,,,,0 / 0,263009,2018-03-09 09:08:29:915
-0.026,0.2762,9.7753,-0.035,0.2803,9.8026,0.0249,0.0044,-0.0021,-3.00E-04,0.0012,-1.00E-04,1288,-9.74,-35.84,-24.06,164.05,-1.63,0.22,5,59.587,,,,NaN,,,,0 / 0,263512,2018-03-09 09:08:30:418
-0.0196,0.281,9.7753,-0.0464,0.2779,9.8026,-0.0507,0.0043,0.0156,-7.00E-04,1.00E-04,-6.00E-04,1288,-9.79,-34.28,-25.07,163.11,-1.62,0.24,5,54.922,,,,NaN,,,,0 / 0,264011,2018-03-09 09:08:30:917
-0.0428,0.277,9.7765,-0.051,0.277,9.8026,0.0189,-0.0036,-4.00E-04,6.00E-04,5.00E-04,-3.00E-04,1286,-9.74,-34.79,-24.23,163.54,-1.62,0.33,5,58.49,,,,NaN,,,,0 / 0,264509,2018-03-09 09:08:31:415
-0.0483,0.2778,9.7825,-0.0517,0.2769,9.8026,-0.0263,-0.0044,7.00E-04,-7.00E-04,0.001,1.00E-04,958,-7.72,-36.06,-25.78,167,-1.62,0.3,5,58.682,,,,NaN,,,,0 / 0,265009,2018-03-09 09:08:31:915
-0.034,0.2834,9.7845,-0.0514,0.2778,9.8026,0.0329,0.0114,-0.0031,8.00E-04,3.00E-04,1.00E-04,553,-8.53,-35.96,-24.93,165.49,-1.62,0.3,0,57.37,,,,NaN,,,,0 / 0,265509,2018-03-09 09:08:32:415
-0.0439,0.2886,9.7797,-0.0528,0.2785,9.8026,-0.0128,0.0056,1.00E-04,-3.00E-04,1.00E-04,1.00E-04,1288,-8.48,-36.34,-27.43,166.99,-1.63,0.29,2,57.986,,,,NaN,,,,0 / 0,266010,2018-03-09 09:08:32:916
-0.0368,0.2854,9.7853,-0.0617,0.2775,9.8025,0.0292,0.0161,0.0047,4.00E-04,3.00E-04,2.00E-04,1288,-10.54,-36.09,-24.15,162.47,-1.62,0.36,2,46.345,,,,NaN,,,,0 / 0,266509,2018-03-09 09:08:33:415
-0.0415,0.2711,9.7781,-0.0528,0.2784,9.8026,0.0243,-0.0054,-2.00E-04,2.00E-04,3.00E-04,-3.00E-04,1288,-10.57,-35.17,-24.05,162.02,-1.63,0.33,2,55.811,,,,NaN,,,,0 / 0,267010,2018-03-09 09:08:33:916
-0.0412,0.2842,9.7837,-0.0458,0.2809,9.8025,-7.00E-04,0.0028,-8.00E-04,-1.00E-04,5.00E-04,-3.00E-04,1286,-9.9,-34.4,-25.28,163.09,-1.64,0.27,2,59.207,,,,NaN,,,,0 / 0,267509,2018-03-09 09:08:34:415
-0.0092,0.2826,9.7793,-0.0386,0.2833,9.8025,0.0097,-0.0039,0.008,2.00E-04,-1.00E-04,-8.00E-04,1286,-11.05,-34.81,-25.3,162.05,-1.65,0.24,2,52.5,,,,NaN,,,,0 / 0,268009,2018-03-09 09:08:34:915
-0.002,0.2755,9.7682,-0.0167,0.282,9.8026,0.0022,-0.0033,1.00E-04,-0.0015,-0.0011,-6.00E-04,1288,-8.16,-36.09,-24.1,167.15,-1.66,0.12,2,52.224,,,,NaN,,,,0 / 0,268508,2018-03-09 09:08:35:414
-0.0352,0.2738,9.7781,-0.0264,0.2761,9.8027,0.0028,-3.00E-04,-0.005,1.00E-04,-1.00E-04,2.00E-04,1288,-11.03,-35.03,-24.51,162.11,-1.61,0.15,2,47.162,,,,NaN,,,,0 / 0,269011,2018-03-09 09:08:35:917
-0.0188,0.2822,9.7853,-0.0335,0.2772,9.8027,0.003,-0.0059,0.0057,-1.00E-04,-8.00E-04,-1.00E-04,1289,-9.17,-35.45,-25.58,165.14,-1.62,0.2,2,36.179,,,,NaN,,,,0 / 0,269509,2018-03-09 09:08:36:415
-0.0376,0.2691,9.7737,-0.0309,0.2721,9.8028,0.0068,-0.0059,-4.00E-04,9.00E-04,8.00E-04,-1.00E-04,1288,-9.55,-33.56,-24.98,163.16,-1.6,0.18,2,38.267,,,,NaN,,,,0 / 0,270009,2018-03-09 09:08:36:915
-0.0364,0.2731,9.7785,-0.0321,0.2726,9.8028,-0.0095,-1.00E-04,0.0025,9.00E-04,0.0014,-1.00E-04,1286,-9.94,-35.77,-25.03,164.06,-1.59,0.19,2,58.353,,,,NaN,,,,0 / 0,270509,2018-03-09 09:08:37:415
-0.03,0.2715,9.7797,-0.0343,0.2744,9.8028,0.0058,-0.0035,-0.0053,1.00E-04,-4.00E-04,6.00E-04,1288,-9.06,-35.41,-23.54,165.17,-1.61,0.21,2,58.944,,,,NaN,,,,0 / 0,271009,2018-03-09 09:08:37:915
-0.0348,0.2719,9.7813,-0.036,0.2758,9.8027,0.0035,-0.006,-8.00E-04,1.00E-04,8.00E-04,1.00E-04,1286,-9.07,-36.66,-24.93,165.93,-1.61,0.21,2,40.411,,,,NaN,,,,0 / 0,271509,2018-03-09 09:08:38:415
-0.0372,0.2722,9.7741,-0.0377,0.2754,9.8027,0.0036,-0.0029,-0.0095,1.00E-04,6.00E-04,1.00E-04,1288,-9.28,-35.46,-24.58,165.14,-1.61,0.22,2,36.032,,,,NaN,,,,0 / 0,272009,2018-03-09 09:08:38:915
-0.0372,0.2671,9.7686,-0.0391,0.2763,9.8027,-5.00E-04,-0.0081,3.00E-04,-5.00E-04,1.00E-04,2.00E-04,1288,-10.23,-34.68,-25.54,163.57,-1.62,0.23,2,55.7,,,,NaN,,,,0 / 0,272509,2018-03-09 09:08:39:415
-0.0316,0.279,9.7789,-0.0384,0.2758,9.8027,8.00E-04,0.0027,0.005,-5.00E-04,-1.00E-04,-3.00E-04,1288,-11.51,-35.58,-24.85,161.07,-1.61,0.22,2,61.56,,,,NaN,,,,0 / 0,273009,2018-03-09 09:08:39:915
-0.0332,0.2742,9.7746,-0.0385,0.2765,9.8027,0.0036,-0.0016,-5.00E-04,-7.00E-04,6.00E-04,-5.00E-04,1286,-10.73,-35.34,-25.41,162.06,-1.62,0.22,2,62.265,,,,NaN,,,,0 / 0,273510,2018-03-09 09:08:40:416
-0.0328,0.2702,9.7749,-0.0368,0.2727,9.8028,0.0015,-0.0028,-0.001,-3.00E-04,3.00E-04,2.00E-04,1288,-9.46,-36.58,-24.4,165.95,-1.59,0.22,2,57.22,,,,NaN,,,,0 / 0,274009,2018-03-09 09:08:40:915
-0.036,0.2755,9.7821,-0.038,0.2702,9.8029,0.0023,0.0065,0.002,8.00E-04,3.00E-04,-3.00E-04,1286,-11.15,-33.75,-24.43,161.59,-1.58,0.22,2,50.809,,,,NaN,,,,0 / 0,274509,2018-03-09 09:08:41:415
-0.0467,0.2722,9.7785,-0.0419,0.2727,9.8028,-0.0022,-0.0026,0.0073,-5.00E-04,1.00E-04,-3.00E-04,1285,-11.05,-36.26,-23.32,162.57,-1.6,0.24,2,59.922,,,,NaN,,,,0 / 0,275009,2018-03-09 09:08:41:915
-0.036,0.2687,9.7729,-0.0397,0.2729,9.8028,1.00E-04,-0.0055,-0.0023,4.00E-04,0.001,-1.00E-04,1286,-7.73,-35.42,-25.02,166.71,-1.59,0.23,2,60.042,,,,NaN,,,,0 / 0,275509,2018-03-09 09:08:42:415
-0.0256,0.2707,9.7909,-0.0321,0.2716,9.8028,0.0048,-0.0046,0.0094,4.00E-04,8.00E-04,1.00E-04,1286,-9.17,-36.3,-26.05,165.55,-1.59,0.2,2,55.376,,,,NaN,,,,0 / 0,276009,2018-03-09 09:08:42:915
-0.034,0.2691,9.7737,-0.0338,0.2706,9.8029,-7.00E-04,-0.0013,-4.00E-04,1.00E-04,5.00E-04,-3.00E-04,1286,-9.1,-35.31,-23.57,165.18,-1.58,0.19,2,47.078,,,,NaN,,,,0 / 0,276510,2018-03-09 09:08:43:416
-0.034,0.2687,9.7849,-0.0369,0.2706,9.8028,0.0016,0.0019,0.0014,1.00E-04,1.00E-04,1.00E-04,1286,-9.66,-34.6,-25.5,163.6,-1.58,0.22,2,57.823,,,,NaN,,,,0 / 0,277009,2018-03-09 09:08:43:915
-0.0384,0.2631,9.7845,-0.0379,0.2712,9.8028,-0.0026,-0.0058,0.0046,-8.00E-04,-2.00E-04,-3.00E-04,1286,-9.42,-36.48,-24.37,165.56,-1.58,0.22,2,54.526,,,,NaN,,,,0 / 0,277511,2018-03-09 09:08:44:417
-0.0432,0.2635,9.7833,-0.0348,0.2693,9.8029,-0.0037,-0.0027,0.0037,2.00E-04,3.00E-04,1.00E-04,1286,-10.39,-35.7,-25.81,164.03,-1.57,0.2,2,45.52,,,,NaN,,,,0 / 0,278012,2018-03-09 09:08:44:918
-0.0415,0.2631,9.7873,-0.0385,0.2666,9.803,9.00E-04,-0.0016,0.0046,6.00E-04,1.00E-04,4.00E-04,1288,-9.79,-34.94,-23.98,163.62,-1.56,0.22,2,52.674,,,,NaN,,,,0 / 0,278509,2018-03-09 09:08:45:415
-0.0324,0.2755,9.7801,-0.0341,0.2683,9.8029,0.0016,0.0074,0.0075,-7.00E-04,1.00E-04,-5.00E-04,1288,-9.82,-36.38,-25.81,164.04,-1.56,0.2,2,48.26,,,,NaN,,,,0 / 0,279010,2018-03-09 09:08:45:916
-0.0412,0.2631,9.7785,-0.0366,0.2683,9.8029,-0.0035,-0.0072,-2.00E-04,6.00E-04,8.00E-04,4.00E-04,1285,-9.39,-35.43,-23.65,165.17,-1.57,0.21,2,44.306,,,,NaN,,,,0 / 0,279509,2018-03-09 09:08:46:415
-0.0384,0.2758,9.7717,-0.0394,0.2712,9.8028,0.0149,-0.0037,-0.0048,-5.00E-04,3.00E-04,-5.00E-04,1288,-10.69,-35.87,-25.83,162.53,-1.58,0.23,2,59.531,,,,NaN,,,,0 / 0,280009,2018-03-09 09:08:46:915
-0.0595,0.2774,9.7753,-0.0425,0.2711,9.8028,-0.0303,-1.00E-04,0.0016,-5.00E-04,7.00E-04,1.00E-04,1285,-8.27,-35.38,-25.41,166.72,-1.58,0.21,2,56.069,,,,NaN,,,,0 / 0,280508,2018-03-09 09:08:47:414
-0.026,0.2738,9.7761,-0.0308,0.2743,9.8028,-0.0045,-0.0021,6.00E-04,-5.00E-04,3.00E-04,-6.00E-04,1286,-8.64,-34.85,-25.84,165.15,-1.6,0.18,2,57.28,,,,NaN,,,,0 / 0,281009,2018-03-09 09:08:47:915
-0.0495,0.2722,9.7797,-0.039,0.2713,9.8028,-3.00E-04,0.0022,0.0089,-3.00E-04,5.00E-04,-6.00E-04,1288,-9.56,-35.73,-25.89,164.01,-1.59,0.23,2,47.821,,,,NaN,,,,0 / 0,281509,2018-03-09 09:08:48:415
-0.034,0.2647,9.7757,-0.037,0.2672,9.8029,0.0033,-2.00E-04,0.0035,1.00E-04,8.00E-04,-3.00E-04,1286,-8.13,-33.63,-24.61,166.34,-1.56,0.22,2,55.216,,,,NaN,,,,0 / 0,282009,2018-03-09 09:08:48:915
-0.0364,0.2591,9.7746,-0.0359,0.2685,9.8029,0.001,-0.009,-0.0018,2.00E-04,5.00E-04,1.00E-04,1286,-10.52,-36.5,-26.92,162.53,-1.57,0.2,2,53.76,,,,NaN,,,,0 / 0,282509,2018-03-09 09:08:49:415
-0.0364,0.2683,9.7686,-0.0439,0.2669,9.8029,0.009,0.0029,-0.007,8.00E-04,-1.00E-04,-3.00E-04,1288,-10.28,-35.15,-24.03,163.6,-1.56,0.25,2,47.686,,,,NaN,,,,0 / 0,283010,2018-03-09 09:08:49:916
-0.0467,0.2659,9.7674,-0.0429,0.2692,9.8029,0,-0.0018,-0.0023,1.00E-04,0.001,-3.00E-04,1286,-7.86,-35.78,-25.85,167.05,-1.57,0.25,2,48.222,,,,NaN,,,,0 / 0,283509,2018-03-09 09:08:50:415
0.0195,0.0683,9.7757,-0.0481,0.2451,9.8035,0.1753,-0.4893,-0.0019,0.004,0.0188,2.00E-04,1288,-9.15,-36.09,-25.07,165.53,-1.53,0.26,2,52.789,,,,NaN,,,,0 / 0,284009,2018-03-09 09:08:50:915
-0.0408,0.2659,9.7729,-0.0601,0.2376,9.8036,0.0292,0.033,-0.0055,6.00E-04,0.001,1.00E-04,1282,-13.12,-36.12,-24.29,159.63,-1.38,0.35,2,43.871,,,,NaN,,,,0 / 0,284509,2018-03-09 09:08:51:415
-0.0376,0.2571,9.7698,-0.0598,0.2557,9.8031,0.0316,0.0037,-0.0069,1.00E-04,3.00E-04,2.00E-04,1282,-10.52,-35.29,-23.59,162.03,-1.49,0.35,2,53.932,,,,NaN,,,,0 / 0,285009,2018-03-09 09:08:51:915
-0.0352,0.2631,9.771,-0.0487,0.2577,9.8031,0.007,0.0086,-0.0052,-5.00E-04,-2.00E-04,-0.0012,1282,-9.89,-34.97,-23.12,163.61,-1.51,0.28,2,61.2,,,,NaN,,,,0 / 0,285508,2018-03-09 09:08:52:414
-0.0404,0.2567,9.7722,-0.0452,0.2607,9.8031,-0.0096,-0.0033,-0.0073,-1.00E-04,-4.00E-04,-6.00E-04,1283,-10.96,-35.6,-22.17,162.57,-1.54,0.29,2,58.285,,,,NaN,,,,0 / 0,286009,2018-03-09 09:08:52:915
-0.0435,0.2579,9.7674,-0.0468,0.2593,9.8031,-5.00E-04,-0.003,-0.0065,-3.00E-04,1.00E-04,4.00E-04,1280,-12.48,-36.24,-22.13,161.13,-1.51,0.28,2,58.179,,,,NaN,,,,0 / 0,286509,2018-03-09 09:08:53:415
-0.0404,0.2619,9.761,-0.0473,0.2626,9.803,0.018,-6.00E-04,-0.0079,-1.00E-04,-4.00E-04,-6.00E-04,1282,-10.33,-36.08,-22.95,164.05,-1.53,0.28,2,52.608,,,,NaN,,,,0 / 0,287010,2018-03-09 09:08:53:916
-0.0455,0.2583,9.7622,-0.0479,0.2621,9.803,-0.0118,-0.008,-1.00E-04,1.00E-04,3.00E-04,-3.00E-04,1282,-12.68,-34.26,-22.36,158.57,-1.53,0.28,2,44.926,,,,NaN,,,,0 / 0,287509,2018-03-09 09:08:54:415
-0.038,0.2599,9.7642,-0.0446,0.2625,9.803,0.0117,-1.00E-04,-0.0021,1.00E-04,3.00E-04,-5.00E-04,1282,-11.75,-36.35,-22.23,161.13,-1.53,0.26,2,53.587,,,,NaN,,,,0 / 0,288009,2018-03-09 09:08:54:915
