ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-0.038,0.2918,9.7873,-0.0424,0.2942,9.8021,0.0011,8.00E-04,0.0046,-6.00E-04,2.00E-04,-7.00E-04,1288,-11.01,-35.46,-23.63,162.05,-1.73,0.25,5,53.847,,,,NaN,,,,0 / 0,193009,2018-03-09 09:07:19:915
-0.0356,0.2934,9.7706,-0.0379,0.2967,9.8021,0.0147,-0.0045,-0.0023,3.00E-04,0,1.00E-04,1288,-11.8,-34.76,-23.44,160.58,-1.73,0.22,5,56.49,,,,NaN,,,,0 / 0,193509,2018-03-09 09:07:20:415
-0.0404,0.2994,9.7793,-0.0331,0.2963,9.8021,-0.0069,-0.0049,3.00E-04,3.00E-04,1.00E-04,-3.00E-04,1288,-8.53,-34.46,-24.05,164.73,-1.73,0.19,5,54.896,,,,NaN,,,,0 / 0,194009,2018-03-09 09:07:20:915
-0.0471,0.3002,9.7821,-0.04,0.2967,9.8021,-0.0081,0.0107,-0.0024,0.0026,0.0092,-5.00E-04,1288,-9.98,-34.63,-24.98,163.56,-1.73,0.23,5,57.345,,,,NaN,,,,0 / 0,194510,2018-03-09 09:07:21:416
-0.0428,0.3022,9.7805,-0.042,0.3215,9.8013,0.0083,-0.0211,-7.00E-04,3.00E-04,-4.00E-04,7.00E-04,1286,-8.6,-36.21,-25.72,165.46,-1.88,0.25,5,56.217,,,,NaN,,,,0 / 0,195009,2018-03-09 09:07:21:915
0.053,0.3604,9.7737,-0.0632,0.2931,9.8021,-0.0056,-0.0167,-0.0096,0.001,0.0022,-0.1722,1289,-8.82,-35.02,-25.35,165.09,-1.77,0.26,5,54.613,,,,NaN,,,,0 / 0,195510,2018-03-09 09:07:22:416
-0.0463,0.2898,9.7817,-0.0518,0.2932,9.8021,0.0137,8.00E-04,0.0016,1.00E-04,-4.00E-04,-3.00E-04,1280,-8.88,-35.87,-24.18,165.49,-1.71,0.3,5,55.015,,,,NaN,,,,0 / 0,196009,2018-03-09 09:07:22:915
-0.0404,0.2986,9.7861,-0.0466,0.2964,9.8021,0.0058,0.0045,-0.0023,-4.00E-04,-9.00E-04,4.00E-04,1268,-9.12,-36.31,-23.7,165.51,-1.73,0.27,5,56.178,,,,NaN,,,,0 / 0,196508,2018-03-09 09:07:23:414
-0.0515,0.299,9.7829,-0.0443,0.2955,9.8021,-0.0033,0.0058,0.0049,5.00E-04,-1.00E-04,2.00E-04,1271,-11.22,-35.1,-25.12,162.02,-1.73,0.26,5,48.768,,,,NaN,,,,0 / 0,197009,2018-03-09 09:07:23:915
-0.0332,0.299,9.7797,-0.0401,0.2967,9.8021,0.0053,0.0049,0.0035,6.00E-04,3.00E-04,-3.00E-04,1282,-10.08,-34.9,-24.74,163.56,-1.73,0.23,5,43.68,,,,NaN,,,,0 / 0,197509,2018-03-09 09:07:24:415
-0.0511,0.291,9.7841,-0.043,0.2984,9.802,-0.0059,-0.0071,0.0036,-2.00E-04,-2.00E-04,-3.00E-04,1282,-11.04,-34.46,-23.36,161.56,-1.74,0.25,5,56.51,,,,NaN,,,,0 / 0,198009,2018-03-09 09:07:24:915
-0.0463,0.3042,9.7817,-0.0421,0.2947,9.8021,-0.0123,0.0073,7.00E-04,-2.00E-04,-1.00E-04,7.00E-04,1280,-8.71,-35.28,-25.2,165.1,-1.72,0.25,5,58.506,,,,NaN,,,,0 / 0,198509,2018-03-09 09:07:25:415
-0.0495,0.3002,9.7833,-0.046,0.2969,9.802,-0.008,-3.00E-04,0.0013,6.00E-04,3.00E-04,2.00E-04,1285,-10.54,-36.58,-26.29,162.92,-1.73,0.27,5,52.131,,,,NaN,,,,0 / 0,199009,2018-03-09 09:07:25:915
-0.0503,0.2898,9.7793,-0.0495,0.2938,9.8021,0.0015,-0.0034,5.00E-04,-1.00E-04,8.00E-04,4.00E-04,1283,-9.78,-35.84,-24.36,163.99,-1.72,0.28,5,58.527,,,,NaN,,,,0 / 0,199509,2018-03-09 09:07:26:415
-0.0483,0.3054,9.7809,-0.0437,0.2945,9.8021,-0.0063,0.0064,-0.0015,-0.001,6.00E-04,-5.00E-04,1283,-9.56,-34.88,-25.68,163.52,-1.72,0.26,5,56.651,,,,NaN,,,,0 / 0,200009,2018-03-09 09:07:26:915
-0.0404,0.2954,9.7737,-0.0439,0.2974,9.802,0.0019,-0.0078,-0.0049,5.00E-04,1.00E-04,-3.00E-04,1283,-8.56,-36.1,-24.78,165.5,-1.74,0.26,5,58.322,,,,NaN,,,,0 / 0,200509,2018-03-09 09:07:27:415
-0.0419,0.2934,9.7773,-0.0462,0.2965,9.8021,0.0029,-0.0027,-0.006,3.00E-04,1.00E-04,-4.00E-04,1283,-8.79,-35.75,-23.2,165.53,-1.73,0.27,5,42.628,,,,NaN,,,,0 / 0,201009,2018-03-09 09:07:27:915
-0.0463,0.297,9.7813,-0.0452,0.2965,9.8021,-0.0021,-4.00E-04,-0.0029,1.00E-04,-6.00E-04,-2.00E-04,1283,-10.74,-34.28,-23.84,161.53,-1.73,0.26,5,42.528,,,,NaN,,,,0 / 0,201509,2018-03-09 09:07:28:415
-0.0252,0.2894,9.7702,-0.0384,0.2972,9.8021,0.0028,-0.0022,0.0032,3.00E-04,-4.00E-04,1.00E-04,1283,-9.26,-34.97,-25.08,165.11,-1.74,0.22,5,63.396,,,,NaN,,,,0 / 0,202009,2018-03-09 09:07:28:915
-0.0408,0.2922,9.7722,-0.039,0.2935,9.8022,-0.0035,0.0034,0.005,3.00E-04,3.00E-04,-2.00E-04,1285,-9.06,-35.84,-25.12,165.52,-1.72,0.23,5,58.207,,,,NaN,,,,0 / 0,202509,2018-03-09 09:07:29:415
-0.0499,0.297,9.7769,-0.0417,0.2949,9.8021,-0.0095,0.0013,0.0049,-6.00E-04,-1.00E-04,-2.00E-04,1285,-9.46,-35.85,-24.7,165.51,-1.72,0.24,5,57.427,,,,NaN,,,,0 / 0,203009,2018-03-09 09:07:29:915
-0.0507,0.3062,9.7781,-0.0418,0.2995,9.802,0.0034,0.0102,0.0026,-6.00E-04,-0.0031,5.00E-04,1285,-11.53,-34.1,-24.04,159.99,-1.74,0.26,5,57.276,,,,NaN,,,,0 / 0,203508,2018-03-09 09:07:30:414
-0.0404,0.2966,9.7757,-0.0428,0.3025,9.8019,-0.0052,0.0012,-0.0064,-1.00E-04,-2.00E-04,-4.00E-04,1285,-10.4,-35,-25.27,163.54,-1.77,0.25,5,61.676,,,,NaN,,,,0 / 0,204008,2018-03-09 09:07:30:914
-0.0443,0.2994,9.7845,-0.0411,0.2991,9.802,7.00E-04,-0.0059,0.006,-8.00E-04,-4.00E-04,3.00E-04,1285,-12.03,-35.19,-24.33,160.54,-1.75,0.24,5,62.396,,,,NaN,,,,0 / 0,204510,2018-03-09 09:07:31:416
-0.0416,0.2906,9.7777,-0.0412,0.2962,9.8021,-0.0013,-0.0017,0.0027,-0.001,-1.00E-04,-6.00E-04,1283,-9.23,-35.47,-25.23,165.11,-1.73,0.24,5,57.652,,,,NaN,,,,0 / 0,205010,2018-03-09 09:07:31:916
-0.0523,0.2898,9.7809,-0.0402,0.2945,9.8021,-0.003,0.0055,-0.004,0.0018,0.004,-2.00E-04,1286,-10.15,-37.27,-23.19,164.46,-1.72,0.24,5,60.152,,,,NaN,,,,0 / 0,205510,2018-03-09 09:07:32:416
-0.0447,0.2882,9.7737,-0.0445,0.294,9.8021,0.0013,-0.0067,0.0081,-3.00E-04,-0.0011,0,1286,-7.74,-35.73,-25.52,167.02,-1.72,0.26,5,56.588,,,,NaN,,,,0 / 0,206009,2018-03-09 09:07:32:915
-0.0423,0.291,9.7833,-0.0454,0.2917,9.8022,0.0061,0.0012,0.0073,1.00E-04,1.00E-04,-6.00E-04,1288,-8.93,-36.75,-24.46,165.9,-1.7,0.26,5,55.729,,,,NaN,,,,0 / 0,206510,2018-03-09 09:07:33:416
-0.0479,0.2942,9.7801,-0.0472,0.2894,9.8023,0.0028,0.0042,-0.0026,-5.00E-04,6.00E-04,-9.00E-04,1288,-9.29,-34.81,-24.09,165.11,-1.69,0.27,5,40.658,,,,NaN,,,,0 / 0,207009,2018-03-09 09:07:33:915
-0.0479,0.2874,9.7718,-0.0427,0.292,9.8022,-0.0089,-0.0011,-0.0037,-1.00E-04,1.00E-04,3.00E-04,1286,-8.68,-35.43,-26.28,165.09,-1.71,0.25,5,61.705,,,,NaN,,,,0 / 0,207509,2018-03-09 09:07:34:415
-0.0452,0.285,9.7662,-0.0423,0.29,9.8023,-0.0018,-0.0027,-0.0076,-3.00E-04,-4.00E-04,0,1288,-10.02,-35.13,-25.29,163.56,-1.69,0.25,5,61.062,,,,NaN,,,,0 / 0,208009,2018-03-09 09:07:34:915
-0.0543,0.2942,9.7706,-0.0441,0.2923,9.8022,0.0124,0.0038,-0.0118,3.00E-04,8.00E-04,-4.00E-04,1286,-7.99,-35.82,-24.25,167.05,-1.71,0.26,5,47.024,,,,NaN,,,,0 / 0,208509,2018-03-09 09:07:35:415
-0.0459,0.2814,9.7969,-0.0454,0.29,9.8023,0.0021,-0.0028,0.0159,1.00E-04,5.00E-04,-2.00E-04,1288,-9.88,-34.59,-24.44,163.56,-1.7,0.26,5,37.377,,,,NaN,,,,0 / 0,209009,2018-03-09 09:07:35:915
-0.0232,0.289,9.7757,-0.0412,0.2894,9.8023,0.0092,-0.0038,-0.0017,-1.00E-04,5.00E-04,1.00E-04,1288,-11.54,-35.3,-24.55,160.53,-1.69,0.24,5,60.717,,,,NaN,,,,0 / 0,209509,2018-03-09 09:07:36:415
-0.0396,0.2838,9.7805,-0.0408,0.2912,9.8022,0.004,-0.0055,0.0034,-1.00E-04,-4.00E-04,-2.00E-04,1288,-11.04,-36.71,-23.44,163,-1.7,0.24,5,54.219,,,,NaN,,,,0 / 0,210009,2018-03-09 09:07:36:915
-0.0412,0.285,9.7726,-0.0303,0.2923,9.8022,0.0042,0.0033,1.00E-04,1.00E-04,-2.00E-04,-2.00E-04,1286,-10.41,-35.21,-25.19,163.57,-1.7,0.23,5,61.564,,,,NaN,,,,0 / 0,210509,2018-03-09 09:07:37:415
-0.0447,0.2982,9.7678,-0.0374,0.293,9.8022,-0.0143,0.0068,-0.0107,4.00E-04,3.00E-04,0,1288,-8.87,-35.56,-26.03,165.52,-1.7,0.2,5,55.538,,,,NaN,,,,0 / 0,211009,2018-03-09 09:07:37:915
-0.0435,0.2986,9.7793,-0.0416,0.295,9.8021,-5.00E-04,0.0029,8.00E-04,1.00E-04,0.001,-9.00E-04,1288,-10.04,-36.05,-24.02,164.02,-1.72,0.24,5,60.63,,,,NaN,,,,0 / 0,211508,2018-03-09 09:07:38:414
-0.0475,0.2914,9.7845,-0.042,0.2934,9.8022,-0.002,-0.0016,0.0076,-3.00E-04,6.00E-04,-4.00E-04,1288,-11.09,-34.99,-23.81,162.05,-1.71,0.25,5,61.842,,,,NaN,,,,0 / 0,212011,2018-03-09 09:07:38:917
-0.0479,0.2938,9.7821,-0.0413,0.2936,9.8022,0.0012,-2.00E-04,0.0046,4.00E-04,-1.00E-04,1.00E-04,1286,-10.97,-34.95,-25.62,162.01,-1.72,0.24,5,53.726,,,,NaN,,,,0 / 0,212509,2018-03-09 09:07:39:415
-0.0308,0.297,9.7761,-0.0332,0.2929,9.8022,0.0055,0.0033,-6.00E-04,-8.00E-04,-0.002,-2.00E-04,1286,-8.56,-36.32,-23.93,165.55,-1.71,0.21,5,57.302,,,,NaN,,,,0 / 0,213009,2018-03-09 09:07:39:915
-0.0432,0.2886,9.7713,-0.0432,0.2938,9.8022,-0.0097,0.0043,4.00E-04,0.001,5.00E-04,-2.00E-04,1288,-8.06,-35.98,-25.26,167.04,-1.72,0.25,5,57.239,,,,NaN,,,,0 / 0,213508,2018-03-09 09:07:40:414
-0.0467,0.2918,9.7801,-0.0452,0.2922,9.8022,-4.00E-04,-0.0016,0.0094,-5.00E-04,3.00E-04,1.00E-04,1286,-9.05,-35.6,-24.04,165.52,-1.71,0.26,5,53.277,,,,NaN,,,,0 / 0,214008,2018-03-09 09:07:40:914
-0.042,0.2938,9.7841,-0.0426,0.2953,9.8021,0.0045,-8.00E-04,0.0035,0.0013,0.0029,0,1286,-10,-34.64,-25.02,163.55,-1.72,0.25,5,47.932,,,,NaN,,,,0 / 0,214509,2018-03-09 09:07:41:415
-0.0471,0.2914,9.7849,-0.0407,0.2927,9.8022,-0.0034,6.00E-04,0.011,-1.00E-04,3.00E-04,1.00E-04,1286,-9.78,-34.76,-26.68,163.51,-1.72,0.24,5,56.134,,,,NaN,,,,0 / 0,215009,2018-03-09 09:07:41:915
-0.0344,0.2914,9.7766,-0.0441,0.2935,9.8022,0.0021,-0.0014,0.0077,1.00E-04,3.00E-04,-6.00E-04,1286,-11,-35.12,-23.14,162.07,-1.72,0.25,5,52.06,,,,NaN,,,,0 / 0,215509,2018-03-09 09:07:42:415
-0.042,0.3038,9.7817,-0.045,0.2929,9.8022,9.00E-04,0.0083,-0.0011,-5.00E-04,-4.00E-04,-4.00E-04,1286,-10.5,-34.68,-25.66,163.52,-1.71,0.26,5,56.999,,,,NaN,,,,0 / 0,216010,2018-03-09 09:07:42:916
-0.0487,0.2906,9.7829,-0.0463,0.2912,9.8022,-0.001,0.0017,0.0014,-0.0012,-0.004,-6.00E-04,1286,-9.32,-36.41,-25.04,165.49,-1.71,0.28,5,44.295,,,,NaN,,,,0 / 0,216510,2018-03-09 09:07:43:416
-0.0483,0.2802,9.7793,-0.0472,0.2898,9.8023,0.004,-0.0085,-0.002,4.00E-04,1.00E-04,-4.00E-04,1286,-8.44,-35.12,-23.8,166.68,-1.7,0.28,5,57.733,,,,NaN,,,,0 / 0,217010,2018-03-09 09:07:43:916
-0.0511,0.2926,9.7753,-0.0482,0.2911,9.8022,0.0018,-2.00E-04,-0.0017,-6.00E-04,-0.0024,0,1286,-11.05,-34.62,-25.27,162.01,-1.7,0.28,5,63.372,,,,NaN,,,,0 / 0,217509,2018-03-09 09:07:44:415
-0.0503,0.2946,9.7793,-0.0462,0.2909,9.8022,0.0033,0.0036,0.0024,-1.00E-04,1.00E-04,1.00E-04,1286,-9.77,-35.67,-24.31,164,-1.7,0.27,5,61.039,,,,NaN,,,,0 / 0,218009,2018-03-09 09:07:44:915
-0.0392,0.2874,9.7849,-0.0388,0.2875,9.8024,0,0.0019,0.0077,-1.00E-04,5.00E-04,-2.00E-04,1285,-10.89,-34.02,-24.67,161.53,-1.69,0.24,5,56.33,,,,NaN,,,,0 / 0,218510,2018-03-09 09:07:45:416
-0.0479,0.2826,9.7869,-0.0426,0.2869,9.8024,-0.0074,-0.002,-0.002,-1.00E-04,-2.00E-04,3.00E-04,1286,-9.66,-35.35,-24.61,163.56,-1.68,0.24,5,63.07,,,,NaN,,,,0 / 0,219009,2018-03-09 09:07:45:915
-0.036,0.285,9.7745,-0.0421,0.2879,9.8023,0.0089,-9.00E-04,0.0039,-6.00E-04,-1.00E-04,-6.00E-04,1286,-10.59,-35.43,-24.53,162.03,-1.68,0.25,5,54.49,,,,NaN,,,,0 / 0,219509,2018-03-09 09:07:46:415
-0.0543,0.2894,9.7777,-0.043,0.2903,9.8023,-0.0047,0.0054,-0.0036,0.002,0.0047,-2.00E-04,1285,-10.7,-35.82,-22.54,162.55,-1.7,0.25,5,61.01,,,,NaN,,,,0 / 0,220009,2018-03-09 09:07:46:915
-0.0439,0.2838,9.7733,-0.0441,0.2873,9.8023,-0.0044,-0.0024,-7.00E-04,-0.0024,-0.0038,3.00E-04,1286,-10.15,-35.77,-23.4,164.04,-1.69,0.25,5,59.401,,,,NaN,,,,0 / 0,220509,2018-03-09 09:07:47:415
-0.0448,0.2854,9.7801,-0.0454,0.2894,9.8023,0.0022,6.00E-04,0.0038,1.00E-04,0.0014,1.00E-04,1285,-8.27,-34.93,-24.93,166.66,-1.69,0.27,5,48.522,,,,NaN,,,,0 / 0,221010,2018-03-09 09:07:47:916
-0.0404,0.2938,9.7757,-0.0434,0.2884,9.8023,0.0022,0.0057,2.00E-04,-1.00E-04,-1.00E-04,-6.00E-04,1286,-8.55,-35.49,-25.21,165.1,-1.69,0.25,5,55.984,,,,NaN,,,,0 / 0,221510,2018-03-09 09:07:48:416
-0.0348,0.291,9.7713,-0.0401,0.2888,9.8023,0.0105,-7.00E-04,-0.0038,-1.00E-04,-4.00E-04,-6.00E-04,1286,-9.38,-35.06,-26.12,165.1,-1.69,0.23,5,61.179,,,,NaN,,,,0 / 0,222009,2018-03-09 09:07:48:915
-0.0424,0.2922,9.7698,-0.0379,0.29,9.8023,-0.0022,-0.0058,-0.0048,-1.00E-04,1.00E-04,3.00E-04,1286,-8.5,-34.97,-25.56,166.67,-1.7,0.23,5,64.322,,,,NaN,,,,0 / 0,222508,2018-03-09 09:07:49:414
-0.0435,0.2862,9.7757,-0.0399,0.2889,9.8023,-0.0058,-0.0037,0.0017,-3.00E-04,-1.00E-04,8.00E-04,1286,-10.28,-36.2,-23.84,164.03,-1.7,0.23,5,52.727,,,,NaN,,,,0 / 0,223009,2018-03-09 09:07:49:915
-0.0471,0.2934,9.7777,-0.0432,0.29,9.8023,-0.0032,9.00E-04,-4.00E-04,1.00E-04,1.00E-04,0,1286,-10.72,-36.64,-24.08,162.98,-1.69,0.25,5,55.314,,,,NaN,,,,0 / 0,223509,2018-03-09 09:07:50:415
-0.0439,0.2858,9.7841,-0.0394,0.2901,9.8023,-3.00E-04,-0.0012,0.008,3.00E-04,5.00E-04,-6.00E-04,1286,-8.82,-35.47,-25.43,165.12,-1.7,0.23,5,60.363,,,,NaN,,,,0 / 0,224009,2018-03-09 09:07:50:915
-0.0455,0.2886,9.7781,-0.0411,0.2887,9.8023,-0.0077,-6.00E-04,-0.0042,8.00E-04,-1.00E-04,7.00E-04,1288,-10.22,-35.28,-25.31,163.56,-1.69,0.24,5,57.513,,,,NaN,,,,0 / 0,224509,2018-03-09 09:07:51:415
-0.0376,0.289,9.7785,-0.0412,0.2905,9.8023,0.0055,-0.0023,0.0032,-3.00E-04,6.00E-04,0,1286,-9.6,-35.53,-25.1,164,-1.7,0.24,5,55.603,,,,NaN,,,,0 / 0,225009,2018-03-09 09:07:51:915
-0.0412,0.2934,9.7766,-0.0421,0.2911,9.8022,-0.0011,0.0018,-0.0024,4.00E-04,1.00E-04,-6.00E-04,1285,-11.17,-34.37,-24.91,161.52,-1.7,0.25,5,56.652,,,,NaN,,,,0 / 0,225509,2018-03-09 09:07:52:415
-0.0412,0.2958,9.7841,-0.0392,0.2901,9.8023,-0.0021,0.0057,0.0077,1.00E-04,1.00E-04,-4.00E-04,1286,-8.49,-35.35,-26.6,166.66,-1.7,0.23,5,53.647,,,,NaN,,,,0 / 0,226009,2018-03-09 09:07:52:915
-0.0292,0.2982,9.765,-0.0404,0.2919,9.8022,0.002,0.0062,-0.0088,-5.00E-04,6.00E-04,1.00E-04,1286,-9.42,-35.18,-23.63,165.13,-1.71,0.24,5,51.263,,,,NaN,,,,0 / 0,226510,2018-03-09 09:07:53:416
-0.0364,0.2906,9.7833,-0.0423,0.2905,9.8023,6.00E-04,-4.00E-04,0.0046,-1.00E-04,1.00E-04,-4.00E-04,1286,-8.09,-36.54,-23.9,167.41,-1.7,0.25,5,55.699,,,,NaN,,,,0 / 0,227009,2018-03-09 09:07:53:915
-0.0491,0.2894,9.7777,-0.0411,0.2918,9.8022,-0.0054,0.0019,0.0025,-1.00E-04,-1.00E-04,-6.00E-04,1286,-8.46,-35.74,-24.51,167.05,-1.7,0.24,5,52.901,,,,NaN,,,,0 / 0,227509,2018-03-09 09:07:54:415
-0.0511,0.2942,9.7746,-0.0411,0.2929,9.8022,-0.0089,0.0012,0.0061,3.00E-04,3.00E-04,-2.00E-04,1286,-10.65,-34.94,-24.54,162.03,-1.71,0.24,5,52.081,,,,NaN,,,,0 / 0,228009,2018-03-09 09:07:54:915
-0.0356,0.285,9.7853,-0.0427,0.2903,9.8023,-0.0073,-0.0055,-0.0038,-6.00E-04,-6.00E-04,1.00E-04,1286,-8.59,-35.01,-24.91,165.11,-1.7,0.25,5,40.497,,,,NaN,,,,0 / 0,228509,2018-03-09 09:07:55:415
-0.0531,0.293,9.7726,-0.0505,0.2898,9.8022,-0.0099,-0.0022,-0.0088,1.00E-04,3.00E-04,1.00E-04,1286,-9.75,-37.88,-26.55,164.76,-1.69,0.28,5,36.718,,,,NaN,,,,0 / 0,229009,2018-03-09 09:07:55:915
-0.0412,0.2954,9.7877,-0.0477,0.2892,9.8023,0.0057,0.0045,-0.0015,3.00E-04,3.00E-04,3.00E-04,1286,-8.82,-35.94,-24.79,165.49,-1.69,0.28,5,57.768,,,,NaN,,,,0 / 0,229508,2018-03-09 09:07:56:414
-0.0428,0.2914,9.7889,-0.0451,0.2896,9.8023,0.0042,-0.0019,0.0021,-5.00E-04,3.00E-04,-6.00E-04,1285,-9.2,-35.92,-25.68,165.48,-1.69,0.27,5,57.874,,,,NaN,,,,0 / 0,230009,2018-03-09 09:07:56:915
-0.0448,0.2906,9.7749,-0.0465,0.2915,9.8022,5.00E-04,-0.0018,-0.0032,-3.00E-04,1.00E-04,-9.00E-04,1285,-10.05,-34.82,-25.57,163.52,-1.7,0.27,5,38.114,,,,NaN,,,,0 / 0,230508,2018-03-09 09:07:57:414
-0.0419,0.2918,9.7793,-0.0463,0.2912,9.8022,0.0134,0.0085,0.0035,-1.00E-04,0.001,0,1285,-8.61,-35.04,-26.31,165.07,-1.69,0.28,5,45.434,,,,NaN,,,,0 / 0,231009,2018-03-09 09:07:57:915
-0.0368,0.2918,9.7813,-0.0442,0.2906,9.8022,-0.005,0.0038,0.0024,-5.00E-04,5.00E-04,-6.00E-04,1285,-9.53,-34.93,-26,163.53,-1.69,0.25,5,54.504,,,,NaN,,,,0 / 0,231509,2018-03-09 09:07:58:415
-0.0408,0.2994,9.7853,-0.0396,0.2927,9.8022,0.0055,0.0042,-0.0046,1.00E-04,-6.00E-04,0,1285,-7.57,-35.82,-23.1,167.09,-1.71,0.23,5,58.001,,,,NaN,,,,0 / 0,232009,2018-03-09 09:07:58:915
-0.0424,0.285,9.7674,-0.0356,0.2917,9.8022,-0.0057,-0.004,0.0025,-3.00E-04,1.00E-04,-2.00E-04,1286,-9.62,-36.06,-23.5,164.04,-1.7,0.21,5,53.028,,,,NaN,,,,0 / 0,232509,2018-03-09 09:07:59:415
-0.0384,0.289,9.7949,-0.041,0.2902,9.8023,-2.00E-04,0.0011,0.0091,-5.00E-04,-2.00E-04,1.00E-04,1283,-7.98,-35.41,-25.32,166.69,-1.69,0.24,5,51.834,,,,NaN,,,,0 / 0,233009,2018-03-09 09:07:59:915
-0.0376,0.2778,9.7749,-0.0394,0.2879,9.8023,-0.0027,-0.0109,-0.0072,4.00E-04,5.00E-04,-7.00E-04,1285,-8.52,-35.05,-23.5,165.14,-1.68,0.23,5,58.451,,,,NaN,,,,0 / 0,233508,2018-03-09 09:08:00:414
-0.0459,0.2946,9.7857,-0.0451,0.2891,9.8023,-0.0013,0.0069,-0.001,4.00E-04,-1.00E-04,-2.00E-04,1283,-9.32,-35.52,-23.5,165.52,-1.68,0.26,5,60.166,,,,NaN,,,,0 / 0,234008,2018-03-09 09:08:00:914
-0.0376,0.2922,9.7809,-0.0417,0.2889,9.8023,-0.0163,0.0044,-5.00E-04,-6.00E-04,6.00E-04,-9.00E-04,1285,-8.9,-35.62,-25.97,165.5,-1.69,0.24,5,60.651,,,,NaN,,,,0 / 0,234509,2018-03-09 09:08:01:415
-0.0452,0.2922,9.7702,-0.0412,0.2907,9.8023,0.0087,0.0089,-0.0094,-1.00E-04,1.00E-04,-4.00E-04,1285,-8.72,-35.87,-25.43,165.51,-1.69,0.25,5,55.952,,,,NaN,,,,0 / 0,235009,2018-03-09 09:08:01:915
-0.0332,0.2902,9.7837,-0.0393,0.2896,9.8023,0.0045,-7.00E-04,0.0122,4.00E-04,3.00E-04,0,1285,-11.13,-33.52,-26.17,161.51,-1.7,0.23,5,62.89,,,,NaN,,,,0 / 0,235508,2018-03-09 09:08:02:414
-0.0419,0.287,9.7777,-0.0391,0.2888,9.8023,0.0027,-0.0012,-0.0054,-5.00E-04,-1.00E-04,5.00E-04,1285,-9.1,-37.48,-26.49,165.89,-1.69,0.23,5,53.356,,,,NaN,,,,0 / 0,236008,2018-03-09 09:08:02:914
-0.0348,0.2842,9.7773,-0.0366,0.2892,9.8023,-0.0023,0.0029,-2.00E-04,-8.00E-04,3.00E-04,-2.00E-04,1285,-9.52,-34.94,-24.42,163.6,-1.69,0.21,5,61.426,,,,NaN,,,,0 / 0,236509,2018-03-09 09:08:03:415
-0.0452,0.2862,9.7873,-0.0426,0.2895,9.8023,-0.0198,-0.005,0.0132,-1.00E-04,3.00E-04,7.00E-04,1285,-10.46,-34.25,-25.07,163.1,-1.7,0.23,5,53.182,,,,NaN,,,,0 / 0,237009,2018-03-09 09:08:03:915
-0.0248,0.2926,9.7757,-0.0405,0.2891,9.8023,0.0072,0.0013,-0.0037,-1.00E-04,8.00E-04,1.00E-04,1285,-9.57,-36.13,-26.06,163.99,-1.69,0.24,5,53.929,,,,NaN,,,,0 / 0,237508,2018-03-09 09:08:04:414
-0.032,0.2962,9.7801,-0.0388,0.2886,9.8023,0.0127,0.0027,0.0029,3.00E-04,1.00E-04,0,1286,-10.17,-35.39,-24,163.59,-1.69,0.23,5,53.651,,,,NaN,,,,0 / 0,238009,2018-03-09 09:08:04:915
-0.0348,0.2902,9.7837,-0.0359,0.2881,9.8024,0.0018,7.00E-04,0.0022,-5.00E-04,-2.00E-04,1.00E-04,1285,-10.81,-34.88,-25.1,162.06,-1.68,0.21,5,51.272,,,,NaN,,,,0 / 0,238509,2018-03-09 09:08:05:415
-0.0332,0.2914,9.7722,-0.0334,0.2894,9.8023,-0.0014,-1.00E-04,-0.0095,-5.00E-04,5.00E-04,-7.00E-04,1286,-8.18,-36.09,-25.99,167.06,-1.69,0.2,5,60.491,,,,NaN,,,,0 / 0,239009,2018-03-09 09:08:05:915
-0.0412,0.2818,9.7718,-0.0292,0.2898,9.8023,-0.0089,-0.0056,-7.00E-04,-1.00E-04,-2.00E-04,-7.00E-04,1286,-8.9,-36.1,-25.09,165.57,-1.69,0.16,5,37.498,,,,NaN,,,,0 / 0,239509,2018-03-09 09:08:06:415
-0.0447,0.299,9.7693,-0.0367,0.2893,9.8023,-0.0065,1.00E-04,-0.0048,-3.00E-04,-2.00E-04,1.00E-04,1286,-9.1,-35.28,-22.55,165.17,-1.69,0.21,5,57.267,,,,NaN,,,,0 / 0,240009,2018-03-09 09:08:06:915
-0.0483,0.2926,9.7853,-0.041,0.2878,9.8023,-0.0042,0.0012,0.0026,3.00E-04,1.00E-04,-6.00E-04,1288,-10.44,-35.25,-24.76,163.56,-1.68,0.24,5,62.147,,,,NaN,,,,0 / 0,240509,2018-03-09 09:08:07:415
