-0.0276,0.2926,9.7829
-0.0443,0.2922,9.7781
-0.0376,0.2878,9.7861
-0.0312,0.2898,9.7722
-0.0364,0.2918,9.7853
-0.0296,0.2934,9.7857
-0.0435,0.2894,9.7933
-0.0408,0.3018,9.7753
-0.0348,0.295,9.7833
-0.0356,0.2922,9.7765
-0.178,0.6142,9.7849
-0.0412,0.2902,9.7769
0.1436,0.3656,9.771
-0.0491,0.2902,9.7953
-0.0679,0.2886,9.7813
-0.0623,0.2894,9.7885
-0.032,0.2894,9.7829
-0.0511,0.2806,9.7777
-0.0575,0.2715,9.7805
-0.0523,0.2806,9.7949
-0.0571,0.283,9.7933
-0.0527,0.2723,9.7833
-0.0543,0.2878,9.7885
-0.0483,0.2806,9.7789
-0.0591,0.2906,9.7817
-0.0559,0.2822,9.7726
-0.0535,0.2794,9.7841
-0.0583,0.2846,9.7801
-0.0539,0.2786,9.7849
-0.0591,0.2866,9.7861
-0.0595,0.283,9.7877
-0.0559,0.285,9.7913
-0.0567,0.2758,9.7686
-0.0547,0.2762,9.7841
-0.0579,0.283,9.7869
-0.0555,0.2782,9.7749
-0.0571,0.2723,9.7817
-0.038,0.2834,9.7797
-0.0599,0.2902,9.7937
-0.04,0.2838,9.7841
-0.0447,0.2822,9.7893
-0.0475,0.2898,9.7885
-0.0471,0.2758,9.7969
-0.0507,0.285,9.7877
-0.0551,0.2842,9.7889
-0.0408,0.2842,9.7913
-0.0575,0.2822,9.7897
-0.0583,0.289,9.7809
-0.0408,0.2846,9.7817
-0.0424,0.2934,9.7793
-0.038,0.2886,9.7993
-0.0543,0.2902,9.7853
-0.0531,0.2838,9.7885
-0.0599,0.2755,9.7865
-0.0643,0.2695,9.7781
-0.0483,0.2826,9.7885
-0.0527,0.2866,9.7833
-0.0567,0.2918,9.7849
-0.0312,0.279,9.7761
-0.0408,0.2838,9.7905
-0.0603,0.2746,9.7773
-0.0487,0.2818,9.7777
-0.0555,0.2894,9.7849
-0.0507,0.2834,9.7821
-0.0523,0.2802,9.7785
-0.0439,0.2934,9.7797
-0.0432,0.283,9.7785
-0.0463,0.2854,9.7921
-0.0356,0.2778,9.7861
-0.0619,0.2822,9.7785
-0.0503,0.2878,9.7845
-0.0539,0.2846,9.7841
-0.0439,0.2818,9.7769
-0.0531,0.2818,9.7901
-9.00E-04,0.2794,9.7654
-0.0547,0.2778,9.7933
-0.0659,0.2751,9.7885
-0.0691,0.2742,9.7925
-0.0507,0.2834,9.7746
-0.04,0.279,9.7861
-0.0559,0.2822,9.7845
-0.0452,0.2782,9.7801
-0.0432,0.277,9.7773
-0.0463,0.2814,9.7749
-0.0503,0.287,9.7857
-0.0599,0.2798,9.8009
-0.028,0.2858,9.7785
-0.0507,0.2679,9.7813
-0.0396,0.279,9.7793
-0.0443,0.2778,9.7857
-0.0547,0.2782,9.7981
-0.0495,0.2731,9.7749
-0.0452,0.2814,9.7777
-0.0519,0.2806,9.7833
-0.0448,0.279,9.7869
-0.0495,0.281,9.7765
-0.0424,0.285,9.7837
-0.0408,0.2762,9.7789
-0.0495,0.2786,9.7841
-0.0424,0.2746,9.7921
-0.0567,0.2838,9.7917
-0.0459,0.2695,9.7857
-0.0519,0.2711,9.7837
-0.0435,0.277,9.7861
-0.0459,0.2782,9.771
-0.0519,0.2782,9.7857
-0.0404,0.2671,9.7765
-0.0432,0.2735,9.7849
-0.0559,0.2762,9.7749
-0.0439,0.279,9.7833
-0.0567,0.2742,9.7805
-0.0439,0.2735,9.7821
-0.0495,0.2814,9.7925
-0.0511,0.2735,9.7845
-0.0515,0.275,9.7801
-0.0527,0.281,9.7949
-0.038,0.2746,9.7941
-0.0424,0.2751,9.7753
-0.0551,0.2671,9.7857
-0.0447,0.2703,9.7829
-0.0479,0.2758,9.7821
-0.0535,0.2738,9.7765
-0.0495,0.2699,9.7809
-0.0479,0.2758,9.7805
-0.0551,0.2738,9.7841
-0.0491,0.2746,9.7949
-0.0547,0.2691,9.7949
-0.0599,0.2671,9.7905
-0.04,0.2774,9.7801
-0.0483,0.2774,9.7761
-0.0432,0.2762,9.7837
-0.0452,0.2639,9.7809
-0.0515,0.2671,9.7746
-0.0631,0.2635,9.7869
-0.0455,0.2635,9.7678
-0.0479,0.2715,9.7809
-0.0463,0.2647,9.7833
-0.0432,0.2667,9.7865
-0.0495,0.2639,9.7825
-0.0591,0.2595,9.7809
-0.0443,0.2679,9.7837
-0.0463,0.2683,9.7845
-0.0452,0.2675,9.7861
-0.0404,0.2719,9.7961
-0.0428,0.2667,9.771
-0.0324,0.275,9.7821
-0.0647,0.2559,9.7702
-0.0567,0.2687,9.769
-0.0435,0.2719,9.7829
-0.0439,0.2635,9.7741
-0.0404,0.2595,9.7753
-0.0419,0.2495,9.7757
-0.0499,0.2627,9.7877
-0.0451,0.2691,9.7865
-0.0416,0.2611,9.7901
-0.0731,0.2527,9.7805
-0.0499,0.2631,9.7841
-0.0491,0.2631,9.7741
-0.0432,0.2667,9.7678
-0.0432,0.2707,9.7857
-0.2702,0.8457,9.8141
0.4133,0.455,9.7769
2.9488,0.0588,9.7462
-3.8168,5.6285,-4.2559
-38.3081,9.4576,5.6082
-2.7526,-33.2318,-6.2159
-10.4232,-12.7765,-24.2862
-6.8128,6.9222,2.5133
-1.6756,1.392,11.5427
0.0203,0.4805,9.9585
-0.0348,0.2742,9.7817
-0.0424,0.2687,9.7678
-0.0308,0.2742,9.7921
-0.0452,0.2571,9.767
-0.0428,0.2758,9.7781
-0.0424,0.2735,9.767
-0.0332,0.2707,9.7746
-0.0483,0.2731,9.7761
-0.0483,0.5855,9.8017
-2.9114,1.627,-5.676
1.4349,6.9393,1.2548
1.6436,9.2485,2.7979
1.2234,1.939,5.1454
0.047,0.6074,10.806
-0.6617,0.1545,9.8057
-6.4161,3.6333,-5.4749
-7.0031,-7.1207,-8.6257
-5.954,-0.3155,-6.5312
-10.1064,-8.8664,-7.4944
-18.9482,7.6947,18.0713
1.1659,7.5099,-3.2579
-3.9649,8.3192,0.1658
1.1663,6.7474,7.0631
0.5291,0.3421,9.7446
-0.0447,0.2715,9.7598
-0.0455,0.2782,9.7746
-0.0192,0.2603,9.7578
-0.0432,0.2886,9.7566
-0.0603,0.2735,9.7626
-0.0475,0.2758,9.7698
-0.0523,0.2926,9.7526
-0.0531,0.2782,9.7694
-0.0423,0.2846,9.7614
-0.0651,0.2802,9.7654
-0.0643,0.2898,9.7789
-0.0467,0.2926,9.759
-0.0591,0.2894,9.7742
-0.0559,0.291,9.7658
-0.0575,0.2914,9.7765
-0.042,0.2898,9.7714
-0.0643,0.2922,9.7706
-0.0503,0.2962,9.7833
-0.0475,0.2906,9.7813
-0.0471,0.2982,9.7865
-0.0447,0.2842,9.7837
-0.0495,0.2898,9.7841
-0.0663,0.291,9.7797
-0.0511,0.2938,9.7901
-0.1218,0.2862,9.7785
-0.0551,0.2882,9.7845
-0.0356,0.2878,9.7777
-0.0663,0.285,9.7921
-0.0507,0.2898,9.7801
-0.0455,0.2942,9.7686
-0.0527,0.2938,9.7773
-0.0611,0.2894,9.7726
-0.0452,0.2914,9.7893
-0.0515,0.2998,9.7773
-0.0352,0.2862,9.7889
-0.0419,0.2874,9.7889
-0.0487,0.2946,9.7753
-0.0539,0.2878,9.7817
-0.0392,0.2862,9.7713
-0.0447,0.2906,9.7769
-0.0432,0.287,9.7666
-0.0487,0.2862,9.7718
-0.0491,0.289,9.7773
-0.0495,0.2806,9.7674
-0.0515,0.289,9.7749
-0.03,0.295,9.7654
-0.0459,0.2854,9.7741
-0.0671,0.2786,9.7781
-0.0535,0.287,9.7921
-0.0448,0.2858,9.7733
-0.0543,0.2954,9.7742
-0.0531,0.2838,9.7737
-0.0599,0.2846,9.7865
-0.0491,0.291,9.7674
-0.042,0.2826,9.7761
-0.0511,0.2918,9.7849
-0.0583,0.2751,9.7642
-0.0463,0.291,9.7853
-0.0432,0.2822,9.7869
-0.0424,0.2906,9.7805
-0.0471,0.2846,9.7873
-0.0527,0.283,9.7845
-0.0515,0.281,9.7801
-0.0503,0.2842,9.7865
-0.0583,0.2786,9.7797
-0.0515,0.287,9.7722
-0.0543,0.2774,9.7733
-0.0547,0.2751,9.7769
-0.0439,0.2766,9.7698
-0.0583,0.2842,9.7845
-0.0448,0.2735,9.7781
-0.0487,0.2735,9.7718
-0.0515,0.2806,9.7713
-0.0455,0.2822,9.7634
-0.0587,0.2762,9.7642
-0.0332,0.2882,9.767
-0.0535,0.2954,9.7753
-0.0487,0.2786,9.7526
-0.0344,0.2822,9.7981
-0.0332,0.2667,9.7801
-0.0236,0.3002,9.7813
-0.0212,0.3014,9.7897
-0.0487,0.2858,9.7729
-0.032,0.2655,9.7418
-0.0523,0.2631,9.7418
-0.0619,0.2595,9.7538
-0.0475,0.2858,9.7921
-0.0835,0.2727,9.7801
-0.0954,0.2607,9.7586
-0.0882,0.3014,9.8065
-0.0619,0.2818,9.7817
-0.0679,0.2806,9.7742
-0.0579,0.2822,9.7706
-0.0527,0.2902,9.7737
-0.0563,0.2874,9.7749
-0.0699,0.2942,9.7741
0.6133,0.3457,9.7706
-0.0603,0.3046,9.7642
-0.0695,0.2974,9.7594
-0.0631,0.3102,9.7626
0.2322,0.4067,9.767
-0.0631,0.2966,9.7753
-0.0719,0.3253,9.7682
-0.0467,0.2974,9.7614
-0.0527,0.2914,9.7682
-0.0527,0.3205,9.7777
-0.0475,0.2934,9.7713
-0.0308,0.2862,9.7638
-0.0312,0.2994,9.7805
-0.0296,0.295,9.7742
-0.0308,0.2918,9.7781
-0.0376,0.295,9.7722
-0.0372,0.297,9.7761
-0.0439,0.2886,9.7674
-0.0408,0.295,9.7801
-0.0444,0.2926,9.771
-0.0376,0.291,9.7753
-0.0435,0.2994,9.7813
-0.038,0.2918,9.7873
-0.0356,0.2934,9.7706
-0.0404,0.2994,9.7793
-0.0471,0.3002,9.7821
-0.0428,0.3022,9.7805
0.053,0.3604,9.7737
-0.0463,0.2898,9.7817
-0.0404,0.2986,9.7861
-0.0515,0.299,9.7829
-0.0332,0.299,9.7797
-0.0511,0.291,9.7841
-0.0463,0.3042,9.7817
-0.0495,0.3002,9.7833
-0.0503,0.2898,9.7793
-0.0483,0.3054,9.7809
-0.0404,0.2954,9.7737
-0.0419,0.2934,9.7773
-0.0463,0.297,9.7813
-0.0252,0.2894,9.7702
-0.0408,0.2922,9.7722
-0.0499,0.297,9.7769
-0.0507,0.3062,9.7781
-0.0404,0.2966,9.7757
-0.0443,0.2994,9.7845
-0.0416,0.2906,9.7777
-0.0523,0.2898,9.7809
-0.0447,0.2882,9.7737
-0.0423,0.291,9.7833
-0.0479,0.2942,9.7801
-0.0479,0.2874,9.7718
-0.0452,0.285,9.7662
-0.0543,0.2942,9.7706
-0.0459,0.2814,9.7969
-0.0232,0.289,9.7757
-0.0396,0.2838,9.7805
-0.0412,0.285,9.7726
-0.0447,0.2982,9.7678
-0.0435,0.2986,9.7793
-0.0475,0.2914,9.7845
-0.0479,0.2938,9.7821
-0.0308,0.297,9.7761
-0.0432,0.2886,9.7713
-0.0467,0.2918,9.7801
-0.042,0.2938,9.7841
-0.0471,0.2914,9.7849
-0.0344,0.2914,9.7766
-0.042,0.3038,9.7817
-0.0487,0.2906,9.7829
-0.0483,0.2802,9.7793
-0.0511,0.2926,9.7753
-0.0503,0.2946,9.7793
-0.0392,0.2874,9.7849
-0.0479,0.2826,9.7869
-0.036,0.285,9.7745
-0.0543,0.2894,9.7777
-0.0439,0.2838,9.7733
-0.0448,0.2854,9.7801
-0.0404,0.2938,9.7757
-0.0348,0.291,9.7713
-0.0424,0.2922,9.7698
-0.0435,0.2862,9.7757
-0.0471,0.2934,9.7777
-0.0439,0.2858,9.7841
-0.0455,0.2886,9.7781
-0.0376,0.289,9.7785
-0.0412,0.2934,9.7766
-0.0412,0.2958,9.7841
-0.0292,0.2982,9.765
-0.0364,0.2906,9.7833
-0.0491,0.2894,9.7777
-0.0511,0.2942,9.7746
-0.0356,0.285,9.7853
-0.0531,0.293,9.7726
-0.0412,0.2954,9.7877
-0.0428,0.2914,9.7889
-0.0448,0.2906,9.7749
-0.0419,0.2918,9.7793
-0.0368,0.2918,9.7813
-0.0408,0.2994,9.7853
-0.0424,0.285,9.7674
-0.0384,0.289,9.7949
-0.0376,0.2778,9.7749
-0.0459,0.2946,9.7857
-0.0376,0.2922,9.7809
-0.0452,0.2922,9.7702
-0.0332,0.2902,9.7837
-0.0419,0.287,9.7777
-0.0348,0.2842,9.7773
-0.0452,0.2862,9.7873
-0.0248,0.2926,9.7757
-0.032,0.2962,9.7801
-0.0348,0.2902,9.7837
-0.0332,0.2914,9.7722
-0.0412,0.2818,9.7718
-0.0447,0.299,9.7693
-0.0483,0.2926,9.7853
-0.0487,0.2822,9.7953
-0.0356,0.287,9.7781
-0.0452,0.2866,9.7745
-0.0424,0.2858,9.7769
-0.0399,0.279,9.7853
-0.0444,0.2898,9.7702
-0.0483,0.287,9.7877
-0.0412,0.2846,9.7821
-0.0519,0.277,9.7825
-0.0316,0.2842,9.7749
-0.0256,0.2862,9.771
-0.034,0.2838,9.7817
-0.0543,0.2842,9.7722
-0.0284,0.2814,9.7909
-0.0539,0.285,9.7889
-0.0396,0.283,9.7781
-0.0412,0.2918,9.7857
-0.0292,0.277,9.7801
-0.0419,0.2858,9.7738
-0.0539,0.279,9.7865
-0.0435,0.2802,9.7765
-0.0432,0.289,9.7841
-0.0467,0.2834,9.7765
-0.0455,0.279,9.7761
-0.0432,0.289,9.7877
-0.0408,0.289,9.7722
-0.0404,0.3006,9.7729
-0.0495,0.2894,9.7777
-0.0424,0.2946,9.7881
-0.0459,0.2842,9.7733
-0.0443,0.2922,9.7777
-0.0344,0.2866,9.7897
-0.0336,0.2826,9.7686
-0.0475,0.2898,9.7869
-0.0547,0.285,9.7869
-0.0256,0.2886,9.7761
-0.0328,0.2842,9.7773
-0.0344,0.2898,9.7773
-0.0364,0.2834,9.769
-0.0423,0.2842,9.7889
-0.0428,0.2806,9.7833
-0.0491,0.2906,9.7801
-0.0328,0.2742,9.7877
-0.0415,0.2782,9.7813
-0.04,0.2727,9.7714
-0.026,0.2762,9.7753
-0.0196,0.281,9.7753
-0.0428,0.277,9.7765
-0.0483,0.2778,9.7825
-0.034,0.2834,9.7845
-0.0439,0.2886,9.7797
-0.0368,0.2854,9.7853
-0.0415,0.2711,9.7781
-0.0412,0.2842,9.7837
-0.0092,0.2826,9.7793
-0.002,0.2755,9.7682
-0.0352,0.2738,9.7781
-0.0188,0.2822,9.7853
-0.0376,0.2691,9.7737
-0.0364,0.2731,9.7785
-0.03,0.2715,9.7797
-0.0348,0.2719,9.7813
-0.0372,0.2722,9.7741
-0.0372,0.2671,9.7686
-0.0316,0.279,9.7789
-0.0332,0.2742,9.7746
-0.0328,0.2702,9.7749
-0.036,0.2755,9.7821
-0.0467,0.2722,9.7785
-0.036,0.2687,9.7729
-0.0256,0.2707,9.7909
-0.034,0.2691,9.7737
-0.034,0.2687,9.7849
-0.0384,0.2631,9.7845
-0.0432,0.2635,9.7833
-0.0415,0.2631,9.7873
-0.0324,0.2755,9.7801
-0.0412,0.2631,9.7785
-0.0384,0.2758,9.7717
-0.0595,0.2774,9.7753
-0.026,0.2738,9.7761
-0.0495,0.2722,9.7797
-0.034,0.2647,9.7757
-0.0364,0.2591,9.7746
-0.0364,0.2683,9.7686
-0.0467,0.2659,9.7674
0.0195,0.0683,9.7757
-0.0408,0.2659,9.7729
-0.0376,0.2571,9.7698
-0.0352,0.2631,9.771
-0.0404,0.2567,9.7722
-0.0435,0.2579,9.7674
-0.0404,0.2619,9.761
-0.0455,0.2583,9.7622
-0.038,0.2599,9.7642
-0.0499,0.2675,9.7618
-0.0475,0.2655,9.7713
-0.0412,0.2655,9.7602
-0.0435,0.2727,9.769
-0.0475,0.2663,9.7654
-0.0443,0.2647,9.7777
-0.0491,0.2587,9.771
-0.0479,0.2667,9.7698
-0.0459,0.2643,9.7769
-0.038,0.2711,9.7702
